genename	protein_desc	Accession_Number	Molecular_Weight	SKMES1.PARP14m3.DMSO_SpC	SKMES1.PARP14m3.RBN011364_SpC	label	uniprotswissprot	entrez.id	spc.trt_ctrl.delta	spc.ctrl_fraction_delta	molweight	ctrl.binding	trt.binding	trt.fc.binding	trt.fc	gene.symbol.xref
EME2	Probable crossover junction endonuclease EME2 OS=Homo sapiens GN=EME2 PE=1 SV=3	sp|A4GXA9|EME2_HUMAN	41 kDa	2	0	skmes_parp14m3.adpr.msbio	A4GXA9	197342	-2	-1	41	2.02439024390244	0.024390243902439	0.0120481927710843	0.00497512437810945	EME2
EMSY	BRCA2-interacting transcriptional repressor EMSY OS=Homo sapiens GN=EMSY PE=1 SV=2	sp|Q7Z589|EMSY_HUMAN	141 kDa	21	20	skmes_parp14m3.adpr.msbio	Q7Z589	56946	-1	-0.0476190476190476	141	21.0070921985816	20.0070921985816	0.952397029034436	0.952403617325083	EMSY
ENKD1	Enkurin domain-containing protein 1 OS=Homo sapiens GN=ENKD1 PE=1 SV=1	sp|Q9H0I2|ENKD1_HUMAN	39 kDa	7	4	skmes_parp14m3.adpr.msbio	Q9H0I2	84080	-3	-0.428571428571429	39	7.02564102564103	4.02564102564103	0.572992700729927	0.572039942938659	ENKD1
ENO1	Alpha-enolase OS=Homo sapiens GN=ENO1 PE=1 SV=2	sp|P06733|ENOA_HUMAN	47 kDa	25	0	skmes_parp14m3.adpr.msbio	P06733	2023	-25	-1	47	25.0212765957447	0.0212765957446809	0.000850340136054422	0.00039984006397441	ENO1
ENY2	Transcription and mRNA export factor ENY2 OS=Homo sapiens GN=ENY2 PE=1 SV=1	sp|Q9NPA8|ENY2_HUMAN	12 kDa	2	2	skmes_parp14m3.adpr.msbio	Q9NPA8	56943	0	0	12	2.08333333333333	2.08333333333333	1	1	ENY2
EP300	Histone acetyltransferase p300 OS=Homo sapiens GN=EP300 PE=1 SV=2	sp|Q09472|EP300_HUMAN	264 kDa	50	0	skmes_parp14m3.adpr.msbio	Q09472	2033	-50	-1	264	50.0037878787879	0.00378787878787879	7.57518369820468e-05	0.0001999600079984	EP300
EPSTI1	Epithelial-stromal interaction protein 1 OS=Homo sapiens GN=EPSTI1 PE=2 SV=2	sp|Q96J88|ESIP1_HUMAN	37 kDa	0	3	skmes_parp14m3.adpr.msbio	Q96J88	94240	3	1	37	0.027027027027027	3.02702702702703	112	301	EPSTI1
ERAL1	GTPase Era, mitochondrial OS=Homo sapiens GN=ERAL1 PE=1 SV=2	sp|O75616|ERAL1_HUMAN	48 kDa	9	9	skmes_parp14m3.adpr.msbio	O75616	26284	0	0	48	9.02083333333333	9.02083333333333	1	1	ERAL1
ERBIN	Erbin OS=Homo sapiens GN=ERBIN PE=1 SV=2	sp|Q96RT1|ERBIN_HUMAN	158 kDa	112	132	skmes_parp14m3.adpr.msbio	Q96RT1	55914	20	0.151515151515152	158	112.006329113924	132.006329113924	1.1785613380799	1.17855548611731	ERBIN
ERH	Enhancer of rudimentary homolog OS=Homo sapiens GN=ERH PE=1 SV=1	sp|P84090|ERH_HUMAN	12 kDa	14	16	skmes_parp14m3.adpr.msbio	P84090	2079	2	0.125	12	14.0833333333333	16.0833333333333	1.14201183431953	1.14275517487509	ERH
ERLIN1	Erlin-1 OS=Homo sapiens GN=ERLIN1 PE=1 SV=1	sp|O75477|ERLN1_HUMAN	39 kDa	3	0	skmes_parp14m3.adpr.msbio	O75477	10613	-3	-1	39	3.02564102564103	0.0256410256410256	0.00847457627118644	0.00332225913621263	ERLIN1
EWSR1	RNA-binding protein EWS OS=Homo sapiens GN=EWSR1 PE=1 SV=1	sp|Q01844|EWS_HUMAN	68 kDa	65	71	skmes_parp14m3.adpr.msbio	Q01844	2130	6	0.0845070422535211	68	65.0147058823529	71.0147058823529	1.09228681293825	1.09229349330872	EWSR1
FABP5	Fatty acid-binding protein, epidermal OS=Homo sapiens GN=FABP5 PE=1 SV=3	sp|Q01469|FABP5_HUMAN	15 kDa	15	0	skmes_parp14m3.adpr.msbio	Q01469	2171	-15	-1	15	15.0666666666667	0.0666666666666667	0.00442477876106195	0.000666222518321119	FABP5
FAM120A	Constitutive coactivator of PPAR-gamma-like protein 1 OS=Homo sapiens GN=FAM120A PE=1 SV=2	sp|Q9NZB2|F120A_HUMAN	122 kDa	0	2	skmes_parp14m3.adpr.msbio	Q9NZB2	23196	2	1	122	0.00819672131147541	2.00819672131148	245	201	FAM120A
FAM207A	Protein FAM207A OS=Homo sapiens GN=FAM207A PE=1 SV=2	sp|Q9NSI2|F207A_HUMAN	25 kDa	3	0	skmes_parp14m3.adpr.msbio	Q9NSI2	85395	-3	-1	25	3.04	0.04	0.0131578947368421	0.00332225913621263	FAM207A
FAM210A	Protein FAM210A OS=Homo sapiens GN=FAM210A PE=1 SV=2	sp|Q96ND0|F210A_HUMAN	31 kDa	3	0	skmes_parp14m3.adpr.msbio	Q96ND0	125228	-3	-1	31	3.03225806451613	0.032258064516129	0.0106382978723404	0.00332225913621263	FAM210A
FAM32A	Protein FAM32A OS=Homo sapiens GN=FAM32A PE=1 SV=2	sp|Q9Y421|FA32A_HUMAN	13 kDa	7	9	skmes_parp14m3.adpr.msbio	Q9Y421	26017	2	0.222222222222222	13	7.07692307692308	9.07692307692308	1.28260869565217	1.28530670470756	FAM32A
FAM83D	Protein FAM83D OS=Homo sapiens GN=FAM83D PE=1 SV=3	sp|Q9H4H8|FA83D_HUMAN	64 kDa	3	0	skmes_parp14m3.adpr.msbio	Q9H4H8	81610	-3	-1	64	3.015625	0.015625	0.00518134715025907	0.00332225913621263	FAM83D
FAM83G	Protein FAM83G OS=Homo sapiens GN=FAM83G PE=1 SV=2	sp|A6ND36|FA83G_HUMAN	91 kDa	42	64	skmes_parp14m3.adpr.msbio	A6ND36	644815	22	0.34375	91	42.010989010989	64.010989010989	1.52367250850118	1.52368483694359	FAM83G
FAM83H	Protein FAM83H OS=Homo sapiens GN=FAM83H PE=1 SV=3	sp|Q6ZRV2|FA83H_HUMAN	127 kDa	39	33	skmes_parp14m3.adpr.msbio	Q6ZRV2	286077	-6	-0.153846153846154	127	39.007874015748	33.007874015748	0.846184901090028	0.846193283773391	FAM83H
FAM98A	Protein FAM98A OS=Homo sapiens GN=FAM98A PE=1 SV=1	sp|Q8NCA5|FA98A_HUMAN	55 kDa	2	2	skmes_parp14m3.adpr.msbio	Q8NCA5	25940	0	0	55	2.01818181818182	2.01818181818182	1	1	FAM98A
FANCI	Fanconi anemia group I protein OS=Homo sapiens GN=FANCI PE=1 SV=4	sp|Q9NVI1|FANCI_HUMAN	149 kDa	2	0	skmes_parp14m3.adpr.msbio	Q9NVI1	55215	-2	-1	149	2.00671140939597	0.00671140939597315	0.00334448160535117	0.00497512437810945	FANCI
FASN	Fatty acid synthase OS=Homo sapiens GN=FASN PE=1 SV=3	sp|P49327|FAS_HUMAN	273 kDa	6	0	skmes_parp14m3.adpr.msbio	P49327	2194	-6	-1	273	6.003663003663	0.00366300366300366	0.00061012812690665	0.00166389351081531	FASN
FAU	40S ribosomal protein S30 OS=Homo sapiens GN=FAU PE=1 SV=1	sp|P62861|RS30_HUMAN	7 kDa	2	0	skmes_parp14m3.adpr.msbio	P62861	2197	-2	-1	7	2.14285714285714	0.142857142857143	0.0666666666666667	0.00497512437810945	FAU
FBL	rRNA 2'-O-methyltransferase fibrillarin OS=Homo sapiens GN=FBL PE=1 SV=2	sp|P22087|FBRL_HUMAN	34 kDa	2	0	skmes_parp14m3.adpr.msbio	P22087	2091	-2	-1	34	2.02941176470588	0.0294117647058824	0.0144927536231884	0.00497512437810945	FBL
FECH	Ferrochelatase, mitochondrial OS=Homo sapiens GN=FECH PE=1 SV=2	sp|P22830|HEMH_HUMAN	48 kDa	28	36	skmes_parp14m3.adpr.msbio	P22830	2235	8	0.222222222222222	48	28.0208333333333	36.0208333333333	1.28550185873606	1.2856122813281	FECH
FGA	Fibrinogen alpha chain OS=Homo sapiens GN=FGA PE=1 SV=2	sp|P02671|FIBA_HUMAN	95 kDa	8	0	skmes_parp14m3.adpr.msbio	P02671	2243	-8	-1	95	8.01052631578947	0.0105263157894737	0.00131406044678055	0.00124843945068664	FGA
FGB	Fibrinogen beta chain OS=Homo sapiens GN=FGB PE=1 SV=2	sp|P02675|FIBB_HUMAN	56 kDa	13	0	skmes_parp14m3.adpr.msbio	P02675	2244	-13	-1	56	13.0178571428571	0.0178571428571429	0.00137174211248285	0.000768639508070715	FGB
FGF2	Fibroblast growth factor 2 OS=Homo sapiens GN=FGF2 PE=1 SV=3	sp|P09038|FGF2_HUMAN	31 kDa	18	13	skmes_parp14m3.adpr.msbio	P09038	2247	-5	-0.277777777777778	31	18.0322580645161	13.0322580645161	0.722719141323793	0.722376457523598	FGF2
FGG	Fibrinogen gamma chain OS=Homo sapiens GN=FGG PE=1 SV=3	sp|P02679|FIBG_HUMAN	52 kDa	18	0	skmes_parp14m3.adpr.msbio	P02679	2266	-18	-1	52	18.0192307692308	0.0192307692307692	0.00106723585912487	0.000555247084952804	FGG
FHOD1	FH1/FH2 domain-containing protein 1 OS=Homo sapiens GN=FHOD1 PE=1 SV=3	sp|Q9Y613|FHOD1_HUMAN	127 kDa	0	2	skmes_parp14m3.adpr.msbio	Q9Y613	29109	2	1	127	0.0078740157480315	2.00787401574803	255	201	FHOD1
FIGNL1	Fidgetin-like protein 1 OS=Homo sapiens GN=FIGNL1 PE=1 SV=2	sp|Q6PIW4|FIGL1_HUMAN	74 kDa	20	0	skmes_parp14m3.adpr.msbio	Q6PIW4	63979	-20	-1	74	20.0135135135135	0.0135135135135135	0.000675219446320054	0.000499750124937531	FIGNL1
FLG	Filaggrin OS=Homo sapiens GN=FLG PE=1 SV=3	sp|P20930|FILA_HUMAN	435 kDa	10	8	skmes_parp14m3.adpr.msbio	P20930	2312	-2	-0.2	435	10.0022988505747	8.00229885057471	0.800045966444496	0.8001998001998	FLG
FLG2	Filaggrin-2 OS=Homo sapiens GN=FLG2 PE=1 SV=1	sp|Q5D862|FILA2_HUMAN	248 kDa	19	8	skmes_parp14m3.adpr.msbio	Q5D862	388698	-11	-0.578947368421053	248	19.0040322580645	8.00403225806452	0.421175472098451	0.421357180431352	FLG2
FLNA	Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=4	sp|P21333|FLNA_HUMAN	281 kDa	35	50	skmes_parp14m3.adpr.msbio	P21333	2316	15	0.3	281	35.0035587188612	50.0035587188612	1.42852785685238	1.42844901456727	FLNA
FLNC	Filamin-C OS=Homo sapiens GN=FLNC PE=1 SV=3	sp|Q14315|FLNC_HUMAN	291 kDa	20	18	skmes_parp14m3.adpr.msbio	Q14315	2318	-2	-0.1	291	20.0034364261168	18.0034364261168	0.900017179178835	0.900049975012494	FLNC
FN1	Fibronectin OS=Homo sapiens GN=FN1 PE=1 SV=4	sp|P02751|FINC_HUMAN	263 kDa	31	9	skmes_parp14m3.adpr.msbio	P02751	2335	-22	-0.709677419354839	263	31.0038022813688	9.00380228136882	0.290409614912926	0.290551435020961	FN1
FOCAD	Focadhesin OS=Homo sapiens GN=FOCAD PE=1 SV=1	sp|Q5VW36|FOCAD_HUMAN	200 kDa	128	119	skmes_parp14m3.adpr.msbio	Q5VW36	54914	-9	-0.0703125	200	128.005	119.005	0.929690246474747	0.929692992734943	FOCAD
FOXJ3	Forkhead box protein J3 OS=Homo sapiens GN=FOXJ3 PE=1 SV=2	sp|Q9UPW0|FOXJ3_HUMAN	69 kDa	3	0	skmes_parp14m3.adpr.msbio	Q9UPW0	22887	-3	-1	69	3.01449275362319	0.0144927536231884	0.00480769230769231	0.00332225913621263	FOXJ3
FOXK1	Forkhead box protein K1 OS=Homo sapiens GN=FOXK1 PE=1 SV=1	sp|P85037|FOXK1_HUMAN	75 kDa	6	5	skmes_parp14m3.adpr.msbio	P85037	221937	-1	-0.166666666666667	75	6.01333333333333	5.01333333333333	0.83370288248337	0.833610648918469	FOXK1
FRG1	Protein FRG1 OS=Homo sapiens GN=FRG1 PE=1 SV=1	sp|Q14331|FRG1_HUMAN	29 kDa	11	9	skmes_parp14m3.adpr.msbio	Q14331	2483	-2	-0.181818181818182	29	11.0344827586207	9.03448275862069	0.81875	0.818346957311535	FRG1
FUS	RNA-binding protein FUS OS=Homo sapiens GN=FUS PE=1 SV=1	sp|P35637|FUS_HUMAN	53 kDa	94	106	skmes_parp14m3.adpr.msbio	P35637	2521	12	0.113207547169811	53	94.0188679245283	106.018867924528	1.12763395544853	1.1276459951069	FUS
G3BP1	Ras GTPase-activating protein-binding protein 1 OS=Homo sapiens GN=G3BP1 PE=1 SV=1	sp|Q13283|G3BP1_HUMAN	52 kDa	96	100	skmes_parp14m3.adpr.msbio	Q13283	10146	4	0.04	52	96.0192307692308	100.019230769231	1.04165832165031	1.04166232684095	G3BP1
G3BP2	Ras GTPase-activating protein-binding protein 2 OS=Homo sapiens GN=G3BP2 PE=1 SV=2	sp|Q9UN86|G3BP2_HUMAN	54 kDa	69	63	skmes_parp14m3.adpr.msbio	Q9UN86	9908	-6	-0.0869565217391304	54	69.0185185185185	63.0185185185185	0.913066809766568	0.913056078829155	G3BP2
GAPDH	Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens GN=GAPDH PE=1 SV=3	sp|P04406|G3P_HUMAN	36 kDa	105	51	skmes_parp14m3.adpr.msbio	P04406	2597	-54	-0.514285714285714	36	105.027777777778	51.0277777777778	0.485850304152341	0.485763260641844	GAPDH
GCN1	eIF-2-alpha kinase activator GCN1 OS=Homo sapiens GN=GCN1 PE=1 SV=6	sp|Q92616|GCN1_HUMAN	293 kDa	123	89	skmes_parp14m3.adpr.msbio	Q92616	10985	-34	-0.276422764227642	293	123.003412969283	89.0034129692833	0.723584905660377	0.723599707340867	GCN1
GDI2	Rab GDP dissociation inhibitor beta OS=Homo sapiens GN=GDI2 PE=1 SV=2	sp|P50395|GDIB_HUMAN	51 kDa	2	0	skmes_parp14m3.adpr.msbio	P50395	2665	-2	-1	51	2.01960784313725	0.0196078431372549	0.00970873786407767	0.00497512437810945	GDI2
GEMIN4	Gem-associated protein 4 OS=Homo sapiens GN=GEMIN4 PE=1 SV=2	sp|P57678|GEMI4_HUMAN	120 kDa	10	0	skmes_parp14m3.adpr.msbio	P57678	50628	-10	-1	120	10.0083333333333	0.00833333333333333	0.000832639467110741	0.000999000999000999	GEMIN4
GEMIN5	Gem-associated protein 5 OS=Homo sapiens GN=GEMIN5 PE=1 SV=3	sp|Q8TEQ6|GEMI5_HUMAN	169 kDa	6	0	skmes_parp14m3.adpr.msbio	Q8TEQ6	25929	-6	-1	169	6.00591715976331	0.00591715976331361	0.000985221674876847	0.00166389351081531	GEMIN5
GIGYF2	GRB10-interacting GYF protein 2 OS=Homo sapiens GN=GIGYF2 PE=1 SV=1	sp|Q6Y7W6|GGYF2_HUMAN	150 kDa	11	9	skmes_parp14m3.adpr.msbio	Q6Y7W6	26058	-2	-0.181818181818182	150	11.0066666666667	9.00666666666667	0.818291944276196	0.818346957311535	GIGYF2
GNA12	Guanine nucleotide-binding protein subunit alpha-12 OS=Homo sapiens GN=GNA12 PE=1 SV=4	sp|Q03113|GNA12_HUMAN	44 kDa	2	2	skmes_parp14m3.adpr.msbio	Q03113	2768	0	0	44	2.02272727272727	2.02272727272727	1	1	GNA12
GNB3	Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-3 OS=Homo sapiens GN=GNB3 PE=1 SV=1	sp|P16520|GBB3_HUMAN (+2)	37 kDa	2	0	skmes_parp14m3.adpr.msbio	P16520	2784	-2	-1	37	2.02702702702703	0.027027027027027	0.0133333333333333	0.00497512437810945	GNB3
GOT2	Aspartate aminotransferase, mitochondrial OS=Homo sapiens GN=GOT2 PE=1 SV=3	sp|P00505|AATM_HUMAN	48 kDa	2	0	skmes_parp14m3.adpr.msbio	P00505	2806	-2	-1	48	2.02083333333333	0.0208333333333333	0.0103092783505155	0.00497512437810945	GOT2
GPATCH8	G patch domain-containing protein 8 OS=Homo sapiens GN=GPATCH8 PE=1 SV=2	sp|Q9UKJ3|GPTC8_HUMAN	164 kDa	10	3	skmes_parp14m3.adpr.msbio	Q9UKJ3	23131	-7	-0.7	164	10.0060975609756	3.00609756097561	0.300426569165143	0.300699300699301	GPATCH8
GPS2	G protein pathway suppressor 2 OS=Homo sapiens GN=GPS2 PE=1 SV=3	sp|Q13227|GPS2_HUMAN	37 kDa	6	4	skmes_parp14m3.adpr.msbio	Q13227	2874	-2	-0.333333333333333	37	6.02702702702703	4.02702702702703	0.668161434977579	0.667221297836938	GPS2
GPX8	Probable glutathione peroxidase 8 OS=Homo sapiens GN=GPX8 PE=1 SV=2	sp|Q8TED1|GPX8_HUMAN	24 kDa	8	6	skmes_parp14m3.adpr.msbio	Q8TED1	493869	-2	-0.25	24	8.04166666666667	6.04166666666667	0.751295336787565	0.750312109862672	GPX8
GRN	Granulins OS=Homo sapiens GN=GRN PE=1 SV=2	sp|P28799|GRN_HUMAN	64 kDa	3	3	skmes_parp14m3.adpr.msbio	P28799	2896	0	0	64	3.015625	3.015625	1	1	GRN
GSE1	Genetic suppressor element 1 OS=Homo sapiens GN=GSE1 PE=1 SV=3	sp|Q14687|GSE1_HUMAN	136 kDa	3	0	skmes_parp14m3.adpr.msbio	Q14687	23199	-3	-1	136	3.00735294117647	0.00735294117647059	0.00244498777506112	0.00332225913621263	GSE1
GSN	Gelsolin OS=Homo sapiens GN=GSN PE=1 SV=1	sp|P06396|GELS_HUMAN	86 kDa	5	0	skmes_parp14m3.adpr.msbio	P06396	2934	-5	-1	86	5.01162790697674	0.0116279069767442	0.00232018561484919	0.00199600798403194	GSN
GSTK1	Glutathione S-transferase kappa 1 OS=Homo sapiens GN=GSTK1 PE=1 SV=3	sp|Q9Y2Q3|GSTK1_HUMAN	25 kDa	0	3	skmes_parp14m3.adpr.msbio	Q9Y2Q3	373156	3	1	25	0.04	3.04	76	301	GSTK1
GSTP1	Glutathione S-transferase P OS=Homo sapiens GN=GSTP1 PE=1 SV=2	sp|P09211|GSTP1_HUMAN	23 kDa	3	0	skmes_parp14m3.adpr.msbio	P09211	2950	-3	-1	23	3.04347826086957	0.0434782608695652	0.0142857142857143	0.00332225913621263	GSTP1
GTF2I	General transcription factor II-I OS=Homo sapiens GN=GTF2I PE=1 SV=2	sp|P78347|GTF2I_HUMAN	112 kDa	2	0	skmes_parp14m3.adpr.msbio	P78347	2969	-2	-1	112	2.00892857142857	0.00892857142857143	0.00444444444444444	0.00497512437810945	GTF2I
H2AFX	Histone H2AX OS=Homo sapiens GN=H2AFX PE=1 SV=2	sp|P16104|H2AX_HUMAN	15 kDa	5	0	skmes_parp14m3.adpr.msbio	P16104	3014	-5	-1	15	5.06666666666667	0.0666666666666667	0.0131578947368421	0.00199600798403194	H2AX
H2AFZ	Histone H2A.Z OS=Homo sapiens GN=H2AFZ PE=1 SV=2	sp|P0C0S5|H2AZ_HUMAN (+1)	14 kDa	0	4	skmes_parp14m3.adpr.msbio	P0C0S5	3015	4	1	14	0.0714285714285714	4.07142857142857	57	401	H2AZ1
HABP4	Intracellular hyaluronan-binding protein 4 OS=Homo sapiens GN=HABP4 PE=1 SV=1	sp|Q5JVS0|HABP4_HUMAN	46 kDa	4	5	skmes_parp14m3.adpr.msbio	Q5JVS0	22927	1	0.2	46	4.02173913043478	5.02173913043478	1.24864864864865	1.24937655860349	HABP4
HADHA	Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens GN=HADHA PE=1 SV=2	sp|P40939|ECHA_HUMAN	83 kDa	13	5	skmes_parp14m3.adpr.msbio	P40939	3030	-8	-0.615384615384615	83	13.0120481927711	5.01204819277108	0.385185185185185	0.385088393543428	HADHA
HADHB	Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens GN=HADHB PE=1 SV=3	sp|P55084|ECHB_HUMAN	51 kDa	2	5	skmes_parp14m3.adpr.msbio	P55084	3032	3	0.6	51	2.01960784313725	5.01960784313725	2.48543689320388	2.49253731343284	HADHB
HBA1	Hemoglobin subunit alpha OS=Homo sapiens GN=HBA1 PE=1 SV=2	sp|P69905|HBA_HUMAN	15 kDa	0	2	skmes_parp14m3.adpr.msbio	P69905	3039	2	1	15	0.0666666666666667	2.06666666666667	31	201	HBA1
HCFC1	Host cell factor 1 OS=Homo sapiens GN=HCFC1 PE=1 SV=2	sp|P51610|HCFC1_HUMAN	209 kDa	31	29	skmes_parp14m3.adpr.msbio	P51610	3054	-2	-0.0645161290322581	209	31.0047846889952	29.0047846889952	0.935493827160494	0.935504675910997	HCFC1
HDAC3	Histone deacetylase 3 OS=Homo sapiens GN=HDAC3 PE=1 SV=2	sp|O15379|HDAC3_HUMAN	49 kDa	10	3	skmes_parp14m3.adpr.msbio	O15379	8841	-7	-0.7	49	10.0204081632653	3.02040816326531	0.30142566191446	0.300699300699301	HDAC3
HEATR1	HEAT repeat-containing protein 1 OS=Homo sapiens GN=HEATR1 PE=1 SV=3	sp|Q9H583|HEAT1_HUMAN	242 kDa	9	0	skmes_parp14m3.adpr.msbio	Q9H583	55127	-9	-1	242	9.00413223140496	0.00413223140495868	0.000458926112895824	0.00110987791342952	HEATR1
HELZ	Probable helicase with zinc finger domain OS=Homo sapiens GN=HELZ PE=1 SV=2	sp|P42694|HELZ_HUMAN	219 kDa	10	0	skmes_parp14m3.adpr.msbio	P42694	9931	-10	-1	219	10.0045662100457	0.0045662100456621	0.000456412596987677	0.000999000999000999	HELZ
HERC2	E3 ubiquitin-protein ligase HERC2 OS=Homo sapiens GN=HERC2 PE=1 SV=2	sp|O95714|HERC2_HUMAN	527 kDa	42	7	skmes_parp14m3.adpr.msbio	O95714	8924	-35	-0.833333333333333	527	42.0018975332068	7.00189753320683	0.166704314434154	0.166865032135206	HERC2
HIPK1	Homeodomain-interacting protein kinase 1 OS=Homo sapiens GN=HIPK1 PE=1 SV=1	sp|Q86Z02|HIPK1_HUMAN	131 kDa	5	0	skmes_parp14m3.adpr.msbio	Q86Z02	204851	-5	-1	131	5.00763358778626	0.00763358778625954	0.00152439024390244	0.00199600798403194	HIPK1
HIPK2	Homeodomain-interacting protein kinase 2 OS=Homo sapiens GN=HIPK2 PE=1 SV=2	sp|Q9H2X6|HIPK2_HUMAN	131 kDa	5	4	skmes_parp14m3.adpr.msbio	Q9H2X6	28996	-1	-0.2	131	5.00763358778626	4.00763358778626	0.80030487804878	0.800399201596806	HIPK2
HIST1H2AG	Histone H2A type 1 OS=Homo sapiens GN=HIST1H2AG PE=1 SV=2	sp|P0C0S8|H2A1_HUMAN (+5)	14 kDa	15	14	skmes_parp14m3.adpr.msbio	P0C0S8	8969	-1	-0.0666666666666667	14	15.0714285714286	14.0714285714286	0.933649289099526	0.933377748167888	H2AC11
HIST1H2BK	Histone H2B type 1-K OS=Homo sapiens GN=HIST1H2BK PE=1 SV=3	sp|O60814|H2B1K_HUMAN (+6)	14 kDa	30	20	skmes_parp14m3.adpr.msbio	O60814	85236	-10	-0.333333333333333	14	30.0714285714286	20.0714285714286	0.667458432304038	0.666777740753082	H2BC12
HIST1H3A	Histone H3.1 OS=Homo sapiens GN=HIST1H3A PE=1 SV=2	sp|P68431|H31_HUMAN (+2)	15 kDa	18	13	skmes_parp14m3.adpr.msbio	P68431	8350	-5	-0.277777777777778	15	18.0666666666667	13.0666666666667	0.723247232472325	0.722376457523598	H3C1
HIST1H4A	Histone H4 OS=Homo sapiens GN=HIST1H4A PE=1 SV=2	sp|P62805|H4_HUMAN	11 kDa	17	17	skmes_parp14m3.adpr.msbio	P62805	8359	0	0	11	17.0909090909091	17.0909090909091	1	1	H4C1
HK1	Hexokinase-1 OS=Homo sapiens GN=HK1 PE=1 SV=3	sp|P19367|HXK1_HUMAN	102 kDa	9	0	skmes_parp14m3.adpr.msbio	P19367	3098	-9	-1	102	9.00980392156863	0.00980392156862745	0.00108813928182807	0.00110987791342952	HK1
HMGA1	High mobility group protein HMG-I/HMG-Y OS=Homo sapiens GN=HMGA1 PE=1 SV=3	sp|P17096|HMGA1_HUMAN	12 kDa	18	23	skmes_parp14m3.adpr.msbio	P17096	3159	5	0.217391304347826	12	18.0833333333333	23.0833333333333	1.27649769585253	1.2776235424764	HMGA1
HMGA2	High mobility group protein HMGI-C OS=Homo sapiens GN=HMGA2 PE=1 SV=1	sp|P52926|HMGA2_HUMAN	12 kDa	5	5	skmes_parp14m3.adpr.msbio	P52926	8091	0	0	12	5.08333333333333	5.08333333333333	1	1	HMGA2
HMGB2	High mobility group protein B2 OS=Homo sapiens GN=HMGB2 PE=1 SV=2	sp|P26583|HMGB2_HUMAN	24 kDa	9	6	skmes_parp14m3.adpr.msbio	P26583	3148	-3	-0.333333333333333	24	9.04166666666667	6.04166666666667	0.668202764976959	0.667036625971143	HMGB2
HMGN2	Non-histone chromosomal protein HMG-17 OS=Homo sapiens GN=HMGN2 PE=1 SV=3	sp|P05204|HMGN2_HUMAN	9 kDa	14	17	skmes_parp14m3.adpr.msbio	P05204	3151	3	0.176470588235294	9	14.1111111111111	17.1111111111111	1.21259842519685	1.21413276231263	HMGN2
HMGN4	High mobility group nucleosome-binding domain-containing protein 4 OS=Homo sapiens GN=HMGN4 PE=1 SV=3	sp|O00479|HMGN4_HUMAN	10 kDa	8	7	skmes_parp14m3.adpr.msbio	O00479	10473	-1	-0.125	10	8.1	7.1	0.876543209876543	0.875156054931336	HMGN4
HMMR	Hyaluronan mediated motility receptor OS=Homo sapiens GN=HMMR PE=1 SV=2	sp|O75330|HMMR_HUMAN	84 kDa	25	32	skmes_parp14m3.adpr.msbio	O75330	3161	7	0.21875	84	25.0119047619048	32.0119047619048	1.27986673012851	1.27988804478209	HMMR
HNRNPA0	Heterogeneous nuclear ribonucleoprotein A0 OS=Homo sapiens GN=HNRNPA0 PE=1 SV=1	sp|Q13151|ROA0_HUMAN	31 kDa	7	4	skmes_parp14m3.adpr.msbio	Q13151	10949	-3	-0.428571428571429	31	7.03225806451613	4.03225806451613	0.573394495412844	0.572039942938659	HNRNPA0
HNRNPA2B1	Heterogeneous nuclear ribonucleoproteins A2/B1 OS=Homo sapiens GN=HNRNPA2B1 PE=1 SV=2	sp|P22626|ROA2_HUMAN	37 kDa	5	0	skmes_parp14m3.adpr.msbio	P22626	3181	-5	-1	37	5.02702702702703	0.027027027027027	0.00537634408602151	0.00199600798403194	HNRNPA2B1
HNRNPA3	Heterogeneous nuclear ribonucleoprotein A3 OS=Homo sapiens GN=HNRNPA3 PE=1 SV=2	sp|P51991|ROA3_HUMAN	40 kDa	4	0	skmes_parp14m3.adpr.msbio	P51991	220988	-4	-1	40	4.025	0.025	0.0062111801242236	0.00249376558603491	HNRNPA3
HNRNPH1	Heterogeneous nuclear ribonucleoprotein H OS=Homo sapiens GN=HNRNPH1 PE=1 SV=4	sp|P31943|HNRH1_HUMAN	49 kDa	10	0	skmes_parp14m3.adpr.msbio	P31943	3187	-10	-1	49	10.0204081632653	0.0204081632653061	0.00203665987780041	0.000999000999000999	HNRNPH1
HNRNPK	Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens GN=HNRNPK PE=1 SV=1	sp|P61978|HNRPK_HUMAN	51 kDa	33	28	skmes_parp14m3.adpr.msbio	P61978	3190	-5	-0.151515151515152	51	33.0196078431373	28.0196078431373	0.848574821852731	0.848530748258104	HNRNPK
HNRNPM	Heterogeneous nuclear ribonucleoprotein M OS=Homo sapiens GN=HNRNPM PE=1 SV=3	sp|P52272|HNRPM_HUMAN	78 kDa	16	13	skmes_parp14m3.adpr.msbio	P52272	4670	-3	-0.1875	78	16.0128205128205	13.0128205128205	0.812650120096077	0.81261711430356	HNRNPM
