genename	protein_desc	Accession_Number	Molecular_Weight	SKMES1.AF1521.DMSO_SpC	SKMES1.AF1521.Dox_SpC	label	uniprotswissprot	entrez.id	spc.trt_ctrl.delta	spc.ctrl_fraction_delta	molweight	ctrl.binding	trt.binding	trt.fc.binding	trt.fc	gene.symbol.xref
EIF6	Eukaryotic translation initiation factor 6 OS=Homo sapiens GN=EIF6 PE=1 SV=1	sp|P56537|IF6_HUMAN	27 kDa	0	2	skmes_dox.adpr.msbio	P56537	3692	2	1	27	0.037037037037037	2.03703703703704	55	201	EIF6
ELOA	Elongin-A OS=Homo sapiens GN=ELOA PE=1 SV=2	sp|Q14241|ELOA1_HUMAN	90 kDa	3	7	skmes_dox.adpr.msbio	Q14241	6924	4	0.571428571428571	90	3.01111111111111	7.01111111111111	2.32841328413284	2.32890365448505	ELOA
ELOB	Elongin-B OS=Homo sapiens GN=ELOB PE=1 SV=1	sp|Q15370|ELOB_HUMAN	13 kDa	7	5	skmes_dox.adpr.msbio	Q15370	6923	-2	-0.285714285714286	13	7.07692307692308	5.07692307692308	0.717391304347826	0.714693295292439	ELOB
ELOC	Elongin-C OS=Homo sapiens GN=ELOC PE=1 SV=1	sp|Q15369|ELOC_HUMAN	12 kDa	5	7	skmes_dox.adpr.msbio	Q15369	6921	2	0.285714285714286	12	5.08333333333333	7.08333333333333	1.39344262295082	1.39920159680639	ELOC
EMD	Emerin OS=Homo sapiens GN=EMD PE=1 SV=1	sp|P50402|EMD_HUMAN	29 kDa	2	2	skmes_dox.adpr.msbio	P50402	2010	0	0	29	2.03448275862069	2.03448275862069	1	1	EMD
ENO1	Alpha-enolase OS=Homo sapiens GN=ENO1 PE=1 SV=2	sp|P06733|ENOA_HUMAN	47 kDa	2	6	skmes_dox.adpr.msbio	P06733	2023	4	0.666666666666667	47	2.02127659574468	6.02127659574468	2.97894736842105	2.99004975124378	ENO1
ENY2	Transcription and mRNA export factor ENY2 OS=Homo sapiens GN=ENY2 PE=1 SV=1	sp|Q9NPA8|ENY2_HUMAN	12 kDa	5	6	skmes_dox.adpr.msbio	Q9NPA8	56943	1	0.166666666666667	12	5.08333333333333	6.08333333333333	1.19672131147541	1.19960079840319	ENY2
EPHB2	Ephrin type-B receptor 2 OS=Homo sapiens GN=EPHB2 PE=1 SV=5	sp|P29323|EPHB2_HUMAN	117 kDa	0	3	skmes_dox.adpr.msbio	P29323	2048	3	1	117	0.00854700854700855	3.00854700854701	352	301	EPHB2
EPHX1	Epoxide hydrolase 1 OS=Homo sapiens GN=EPHX1 PE=1 SV=1	sp|P07099|HYEP_HUMAN	53 kDa	0	2	skmes_dox.adpr.msbio	P07099	2052	2	1	53	0.0188679245283019	2.0188679245283	107	201	EPHX1
EPRS	Bifunctional glutamate/proline--tRNA ligase OS=Homo sapiens GN=EPRS PE=1 SV=5	sp|P07814|SYEP_HUMAN	171 kDa	5	12	skmes_dox.adpr.msbio	P07814	2058	7	0.583333333333333	171	5.00584795321637	12.0058479532164	2.39836448598131	2.39720558882236	EPRS1
EPS8	Epidermal growth factor receptor kinase substrate 8 OS=Homo sapiens GN=EPS8 PE=1 SV=1	sp|Q12929|EPS8_HUMAN	92 kDa	8	2	skmes_dox.adpr.msbio	Q12929	2059	-6	-0.75	92	8.01086956521739	2.01086956521739	0.251017639077341	0.250936329588015	EPS8
ERAL1	GTPase Era, mitochondrial OS=Homo sapiens GN=ERAL1 PE=1 SV=2	sp|O75616|ERAL1_HUMAN	48 kDa	2	0	skmes_dox.adpr.msbio	O75616	26284	-2	-1	48	2.02083333333333	0.0208333333333333	0.0103092783505155	0.00497512437810945	ERAL1
ERCC3	TFIIH basal transcription factor complex helicase XPB subunit OS=Homo sapiens GN=ERCC3 PE=1 SV=1	sp|P19447|ERCC3_HUMAN	89 kDa	0	2	skmes_dox.adpr.msbio	P19447	2071	2	1	89	0.0112359550561798	2.01123595505618	179	201	ERCC3
ERH	Enhancer of rudimentary homolog OS=Homo sapiens GN=ERH PE=1 SV=1	sp|P84090|ERH_HUMAN	12 kDa	9	10	skmes_dox.adpr.msbio	P84090	2079	1	0.1	12	9.08333333333333	10.0833333333333	1.11009174311927	1.11098779134295	ERH
ESF1	ESF1 homolog OS=Homo sapiens GN=ESF1 PE=1 SV=1	sp|Q9H501|ESF1_HUMAN	99 kDa	11	18	skmes_dox.adpr.msbio	Q9H501	51575	7	0.388888888888889	99	11.010101010101	18.010101010101	1.63577981651376	1.63578564940963	ESF1
ESYT1	Extended synaptotagmin-1 OS=Homo sapiens GN=ESYT1 PE=1 SV=1	sp|Q9BSJ8|ESYT1_HUMAN	123 kDa	4	9	skmes_dox.adpr.msbio	Q9BSJ8	23344	5	0.555555555555556	123	4.00813008130081	9.00813008130081	2.2474645030426	2.24688279301746	ESYT1
EXOC1	Exocyst complex component 1 OS=Homo sapiens GN=EXOC1 PE=1 SV=4	sp|Q9NV70|EXOC1_HUMAN	102 kDa	38	30	skmes_dox.adpr.msbio	Q9NV70	55763	-8	-0.210526315789474	102	38.0098039215686	30.0098039215686	0.789527985555842	0.789529071297027	EXOC1
EXOC2	Exocyst complex component 2 OS=Homo sapiens GN=EXOC2 PE=1 SV=1	sp|Q96KP1|EXOC2_HUMAN	104 kDa	2	2	skmes_dox.adpr.msbio	Q96KP1	55770	0	0	104	2.00961538461538	2.00961538461538	1	1	EXOC2
EXOC4	Exocyst complex component 4 OS=Homo sapiens GN=EXOC4 PE=1 SV=1	sp|Q96A65|EXOC4_HUMAN	111 kDa	18	15	skmes_dox.adpr.msbio	Q96A65	60412	-3	-0.166666666666667	111	18.009009009009	15.009009009009	0.833416708354177	0.833425874514159	EXOC4
EXOC5	Exocyst complex component 5 OS=Homo sapiens GN=EXOC5 PE=1 SV=1	sp|O00471|EXOC5_HUMAN	82 kDa	0	3	skmes_dox.adpr.msbio	O00471	10640	3	1	82	0.0121951219512195	3.01219512195122	247	301	EXOC5
EXOC6B	Exocyst complex component 6B OS=Homo sapiens GN=EXOC6B PE=1 SV=3	sp|Q9Y2D4|EXC6B_HUMAN	94 kDa	0	2	skmes_dox.adpr.msbio	Q9Y2D4	23233	2	1	94	0.0106382978723404	2.01063829787234	189	201	EXOC6B
EXOC7	Exocyst complex component 7 OS=Homo sapiens GN=EXOC7 PE=1 SV=3	sp|Q9UPT5|EXOC7_HUMAN	83 kDa	2	3	skmes_dox.adpr.msbio	Q9UPT5	23265	1	0.333333333333333	83	2.01204819277108	3.01204819277108	1.49700598802395	1.49751243781095	EXOC7
EZR	Ezrin OS=Homo sapiens GN=EZR PE=1 SV=4	sp|P15311|EZRI_HUMAN	69 kDa	121	125	skmes_dox.adpr.msbio	P15311	7430	4	0.032	69	121.014492753623	125.014492753623	1.03305389221557	1.03305511941162	EZR
FABP5	Fatty acid-binding protein, epidermal OS=Homo sapiens GN=FABP5 PE=1 SV=3	sp|Q01469|FABP5_HUMAN	15 kDa	18	14	skmes_dox.adpr.msbio	Q01469	2171	-4	-0.222222222222222	15	18.0666666666667	14.0666666666667	0.77859778597786	0.777901166018878	FABP5
FAM120A	Constitutive coactivator of PPAR-gamma-like protein 1 OS=Homo sapiens GN=FAM120A PE=1 SV=2	sp|Q9NZB2|F120A_HUMAN	122 kDa	4	13	skmes_dox.adpr.msbio	Q9NZB2	23196	9	0.692307692307692	122	4.00819672131148	13.0081967213115	3.24539877300614	3.24438902743142	FAM120A
FAM204A	Protein FAM204A OS=Homo sapiens GN=FAM204A PE=2 SV=1	sp|Q9H8W3|F204A_HUMAN	27 kDa	0	5	skmes_dox.adpr.msbio	Q9H8W3	63877	5	1	27	0.037037037037037	5.03703703703704	136	501	FAM204A
FAM32A	Protein FAM32A OS=Homo sapiens GN=FAM32A PE=1 SV=2	sp|Q9Y421|FA32A_HUMAN	13 kDa	11	13	skmes_dox.adpr.msbio	Q9Y421	26017	2	0.153846153846154	13	11.0769230769231	13.0769230769231	1.18055555555556	1.18165304268847	FAM32A
FAM76A	Protein FAM76A OS=Homo sapiens GN=FAM76A PE=2 SV=1	sp|Q8TAV0|FA76A_HUMAN	35 kDa	2	6	skmes_dox.adpr.msbio	Q8TAV0	199870	4	0.666666666666667	35	2.02857142857143	6.02857142857143	2.97183098591549	2.99004975124378	FAM76A
FAM83D	Protein FAM83D OS=Homo sapiens GN=FAM83D PE=1 SV=3	sp|Q9H4H8|FA83D_HUMAN	64 kDa	8	9	skmes_dox.adpr.msbio	Q9H4H8	81610	1	0.111111111111111	64	8.015625	9.015625	1.12475633528265	1.12484394506866	FAM83D
FANCI	Fanconi anemia group I protein OS=Homo sapiens GN=FANCI PE=1 SV=4	sp|Q9NVI1|FANCI_HUMAN	149 kDa	4	6	skmes_dox.adpr.msbio	Q9NVI1	55215	2	0.333333333333333	149	4.00671140939597	6.00671140939597	1.49916247906198	1.49875311720698	FANCI
FASN	Fatty acid synthase OS=Homo sapiens GN=FASN PE=1 SV=3	sp|P49327|FAS_HUMAN	273 kDa	8	20	skmes_dox.adpr.msbio	P49327	2194	12	0.6	273	8.003663003663	20.003663003663	2.49931350114416	2.49812734082397	FASN
FAU	40S ribosomal protein S30 OS=Homo sapiens GN=FAU PE=1 SV=1	sp|P62861|RS30_HUMAN	7 kDa	5	5	skmes_dox.adpr.msbio	P62861	2197	0	0	7	5.14285714285714	5.14285714285714	1	1	FAU
FBXO5	F-box only protein 5 OS=Homo sapiens GN=FBXO5 PE=1 SV=1	sp|Q9UKT4|FBX5_HUMAN	50 kDa	0	2	skmes_dox.adpr.msbio	Q9UKT4	26271	2	1	50	0.02	2.02	101	201	FBXO5
FECH	Ferrochelatase, mitochondrial OS=Homo sapiens GN=FECH PE=1 SV=2	sp|P22830|HEMH_HUMAN	48 kDa	2	2	skmes_dox.adpr.msbio	P22830	2235	0	0	48	2.02083333333333	2.02083333333333	1	1	FECH
FEN1	Flap endonuclease 1 OS=Homo sapiens GN=FEN1 PE=1 SV=1	sp|P39748|FEN1_HUMAN	43 kDa	29	23	skmes_dox.adpr.msbio	P39748	2237	-6	-0.206896551724138	43	29.0232558139535	23.0232558139535	0.793269230769231	0.793174767321613	FEN1
FGA	Fibrinogen alpha chain OS=Homo sapiens GN=FGA PE=1 SV=2	sp|P02671|FIBA_HUMAN	95 kDa	5	5	skmes_dox.adpr.msbio	P02671	2243	0	0	95	5.01052631578947	5.01052631578947	1	1	FGA
FGG	Fibrinogen gamma chain OS=Homo sapiens GN=FGG PE=1 SV=3	sp|P02679|FIBG_HUMAN	52 kDa	2	3	skmes_dox.adpr.msbio	P02679	2266	1	0.333333333333333	52	2.01923076923077	3.01923076923077	1.4952380952381	1.49751243781095	FGG
FHOD1	FH1/FH2 domain-containing protein 1 OS=Homo sapiens GN=FHOD1 PE=1 SV=3	sp|Q9Y613|FHOD1_HUMAN	127 kDa	2	2	skmes_dox.adpr.msbio	Q9Y613	29109	0	0	127	2.00787401574803	2.00787401574803	1	1	FHOD1
FIBP	Acidic fibroblast growth factor intracellular-binding protein OS=Homo sapiens GN=FIBP PE=1 SV=3	sp|O43427|FIBP_HUMAN	42 kDa	0	3	skmes_dox.adpr.msbio	O43427	9158	3	1	42	0.0238095238095238	3.02380952380952	127	301	FIBP
FIP1L1	Pre-mRNA 3'-end-processing factor FIP1 OS=Homo sapiens GN=FIP1L1 PE=1 SV=1	sp|Q6UN15|FIP1_HUMAN	67 kDa	14	17	skmes_dox.adpr.msbio	Q6UN15	81608	3	0.176470588235294	67	14.0149253731343	17.0149253731343	1.21405750798722	1.21413276231263	FIP1L1
FIS1	Mitochondrial fission 1 protein OS=Homo sapiens GN=FIS1 PE=1 SV=2	sp|Q9Y3D6|FIS1_HUMAN	17 kDa	3	3	skmes_dox.adpr.msbio	Q9Y3D6	51024	0	0	17	3.05882352941176	3.05882352941176	1	1	FIS1
FKBP11	Peptidyl-prolyl cis-trans isomerase FKBP11 OS=Homo sapiens GN=FKBP11 PE=1 SV=1	sp|Q9NYL4|FKB11_HUMAN	22 kDa	3	0	skmes_dox.adpr.msbio	Q9NYL4	51303	-3	-1	22	3.04545454545455	0.0454545454545455	0.0149253731343284	0.00332225913621263	FKBP11
FKBP3	Peptidyl-prolyl cis-trans isomerase FKBP3 OS=Homo sapiens GN=FKBP3 PE=1 SV=1	sp|Q00688|FKBP3_HUMAN	25 kDa	25	27	skmes_dox.adpr.msbio	Q00688	2287	2	0.0740740740740741	25	25.04	27.04	1.07987220447284	1.07996801279488	FKBP3
FLG	Filaggrin OS=Homo sapiens GN=FLG PE=1 SV=3	sp|P20930|FILA_HUMAN	435 kDa	13	18	skmes_dox.adpr.msbio	P20930	2312	5	0.277777777777778	435	13.0022988505747	18.0022988505747	1.38454738330976	1.38431975403536	FLG
FLG2	Filaggrin-2 OS=Homo sapiens GN=FLG2 PE=1 SV=1	sp|Q5D862|FILA2_HUMAN	248 kDa	21	21	skmes_dox.adpr.msbio	Q5D862	388698	0	0	248	21.0040322580645	21.0040322580645	1	1	FLG2
FLII	Protein flightless-1 homolog OS=Homo sapiens GN=FLII PE=1 SV=2	sp|Q13045|FLII_HUMAN	145 kDa	3	2	skmes_dox.adpr.msbio	Q13045	2314	-1	-0.333333333333333	145	3.00689655172414	2.00689655172414	0.66743119266055	0.667774086378737	FLII
FLNA	Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=4	sp|P21333|FLNA_HUMAN	281 kDa	5	0	skmes_dox.adpr.msbio	P21333	2316	-5	-1	281	5.00355871886121	0.00355871886120996	0.000711237553342817	0.00199600798403194	FLNA
FLNC	Filamin-C OS=Homo sapiens GN=FLNC PE=1 SV=3	sp|Q14315|FLNC_HUMAN	291 kDa	10	10	skmes_dox.adpr.msbio	Q14315	2318	0	0	291	10.0034364261168	10.0034364261168	1	1	FLNC
FMNL1	Formin-like protein 1 OS=Homo sapiens GN=FMNL1 PE=1 SV=3	sp|O95466|FMNL1_HUMAN	122 kDa	4	0	skmes_dox.adpr.msbio	O95466	752	-4	-1	122	4.00819672131148	0.00819672131147541	0.00204498977505112	0.00249376558603491	FMNL1
FN1	Fibronectin OS=Homo sapiens GN=FN1 PE=1 SV=4	sp|P02751|FINC_HUMAN	263 kDa	0	15	skmes_dox.adpr.msbio	P02751	2335	15	1	263	0.00380228136882129	15.0038022813688	3946	1501	FN1
FNBP4	Formin-binding protein 4 OS=Homo sapiens GN=FNBP4 PE=1 SV=3	sp|Q8N3X1|FNBP4_HUMAN	110 kDa	16	3	skmes_dox.adpr.msbio	Q8N3X1	23360	-13	-0.8125	110	16.0090909090909	3.00909090909091	0.187961385576377	0.188007495315428	FNBP4
FOXK1	Forkhead box protein K1 OS=Homo sapiens GN=FOXK1 PE=1 SV=1	sp|P85037|FOXK1_HUMAN	75 kDa	12	7	skmes_dox.adpr.msbio	P85037	221937	-5	-0.416666666666667	75	12.0133333333333	7.01333333333333	0.583795782463929	0.583680266444629	FOXK1
FRA10AC1	Protein FRA10AC1 OS=Homo sapiens GN=FRA10AC1 PE=1 SV=3	sp|Q70Z53|F10C1_HUMAN	38 kDa	4	9	skmes_dox.adpr.msbio	Q70Z53	118924	5	0.555555555555556	38	4.02631578947368	9.02631578947368	2.24183006535948	2.24688279301746	FRA10AC1
FRG1	Protein FRG1 OS=Homo sapiens GN=FRG1 PE=1 SV=1	sp|Q14331|FRG1_HUMAN	29 kDa	43	38	skmes_dox.adpr.msbio	Q14331	2483	-5	-0.116279069767442	29	43.0344827586207	38.0344827586207	0.883814102564103	0.883747965589398	FRG1
FRMD6	FERM domain-containing protein 6 OS=Homo sapiens GN=FRMD6 PE=1 SV=1	sp|Q96NE9|FRMD6_HUMAN	72 kDa	0	6	skmes_dox.adpr.msbio	Q96NE9	122786	6	1	72	0.0138888888888889	6.01388888888889	433	601	FRMD6
FUBP1	Far upstream element-binding protein 1 OS=Homo sapiens GN=FUBP1 PE=1 SV=3	sp|Q96AE4|FUBP1_HUMAN	68 kDa	6	0	skmes_dox.adpr.msbio	Q96AE4	8880	-6	-1	68	6.01470588235294	0.0147058823529412	0.00244498777506112	0.00166389351081531	FUBP1
FUBP3	Far upstream element-binding protein 3 OS=Homo sapiens GN=FUBP3 PE=1 SV=2	sp|Q96I24|FUBP3_HUMAN	62 kDa	4	4	skmes_dox.adpr.msbio	Q96I24	8939	0	0	62	4.01612903225806	4.01612903225806	1	1	FUBP3
GADD45GIP1	Growth arrest and DNA damage-inducible proteins-interacting protein 1 OS=Homo sapiens GN=GADD45GIP1 PE=1 SV=1	sp|Q8TAE8|G45IP_HUMAN	25 kDa	0	3	skmes_dox.adpr.msbio	Q8TAE8	90480	3	1	25	0.04	3.04	76	301	GADD45GIP1
GAPDH	Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens GN=GAPDH PE=1 SV=3	sp|P04406|G3P_HUMAN	36 kDa	21	29	skmes_dox.adpr.msbio	P04406	2597	8	0.275862068965517	36	21.0277777777778	29.0277777777778	1.38044914134742	1.38077106139933	GAPDH
GCN1	eIF-2-alpha kinase activator GCN1 OS=Homo sapiens GN=GCN1 PE=1 SV=6	sp|Q92616|GCN1_HUMAN	293 kDa	40	57	skmes_dox.adpr.msbio	Q92616	10985	17	0.298245614035088	293	40.0034129692833	57.0034129692833	1.4249637402952	1.42489377655586	GCN1
GEMIN5	Gem-associated protein 5 OS=Homo sapiens GN=GEMIN5 PE=1 SV=3	sp|Q8TEQ6|GEMI5_HUMAN	169 kDa	0	3	skmes_dox.adpr.msbio	Q8TEQ6	25929	3	1	169	0.00591715976331361	3.00591715976331	508	301	GEMIN5
GGCT	Gamma-glutamylcyclotransferase OS=Homo sapiens GN=GGCT PE=1 SV=1	sp|O75223|GGCT_HUMAN	21 kDa	2	2	skmes_dox.adpr.msbio	O75223	79017	0	0	21	2.04761904761905	2.04761904761905	1	1	GGCT
GLG1	Golgi apparatus protein 1 OS=Homo sapiens GN=GLG1 PE=1 SV=2	sp|Q92896|GSLG1_HUMAN	135 kDa	0	2	skmes_dox.adpr.msbio	Q92896	2734	2	1	135	0.00740740740740741	2.00740740740741	271	201	GLG1
GLRX	Glutaredoxin-1 OS=Homo sapiens GN=GLRX PE=1 SV=2	sp|P35754|GLRX1_HUMAN	12 kDa	0	2	skmes_dox.adpr.msbio	P35754	2745	2	1	12	0.0833333333333333	2.08333333333333	25	201	GLRX
GNB4	Guanine nucleotide-binding protein subunit beta-4 OS=Homo sapiens GN=GNB4 PE=1 SV=3	sp|Q9HAV0|GBB4_HUMAN	38 kDa	0	4	skmes_dox.adpr.msbio	Q9HAV0	59345	4	1	38	0.0263157894736842	4.02631578947368	153	401	GNB4
GNL1	Guanine nucleotide-binding protein-like 1 OS=Homo sapiens GN=GNL1 PE=1 SV=2	sp|P36915|GNL1_HUMAN	69 kDa	0	2	skmes_dox.adpr.msbio	P36915	2794	2	1	69	0.0144927536231884	2.01449275362319	139	201	GNL1
GNL3L	Guanine nucleotide-binding protein-like 3-like protein OS=Homo sapiens GN=GNL3L PE=1 SV=1	sp|Q9NVN8|GNL3L_HUMAN	66 kDa	3	6	skmes_dox.adpr.msbio	Q9NVN8	54552	3	0.5	66	3.01515151515152	6.01515151515152	1.99497487437186	1.99667774086379	GNL3L
GOLGA2	Golgin subfamily A member 2 OS=Homo sapiens GN=GOLGA2 PE=1 SV=3	sp|Q08379|GOGA2_HUMAN	113 kDa	0	4	skmes_dox.adpr.msbio	Q08379	2801	4	1	113	0.00884955752212389	4.00884955752212	453	401	GOLGA2
GORASP2	Golgi reassembly-stacking protein 2 OS=Homo sapiens GN=GORASP2 PE=1 SV=3	sp|Q9H8Y8|GORS2_HUMAN	47 kDa	0	2	skmes_dox.adpr.msbio	Q9H8Y8	26003	2	1	47	0.0212765957446809	2.02127659574468	95	201	GORASP2
GPD2	Glycerol-3-phosphate dehydrogenase, mitochondrial OS=Homo sapiens GN=GPD2 PE=1 SV=3	sp|P43304|GPDM_HUMAN	81 kDa	0	2	skmes_dox.adpr.msbio	P43304	2820	2	1	81	0.0123456790123457	2.01234567901235	163	201	GPD2
GPKOW	G-patch domain and KOW motifs-containing protein OS=Homo sapiens GN=GPKOW PE=1 SV=2	sp|Q92917|GPKOW_HUMAN	52 kDa	6	7	skmes_dox.adpr.msbio	Q92917	27238	1	0.142857142857143	52	6.01923076923077	7.01923076923077	1.16613418530351	1.16638935108153	GPKOW
GRB10	Growth factor receptor-bound protein 10 OS=Homo sapiens GN=GRB10 PE=1 SV=2	sp|Q13322|GRB10_HUMAN	67 kDa	5	4	skmes_dox.adpr.msbio	Q13322	2887	-1	-0.2	67	5.01492537313433	4.01492537313433	0.800595238095238	0.800399201596806	GRB10
GSDMA	Gasdermin-A OS=Homo sapiens GN=GSDMA PE=1 SV=4	sp|Q96QA5|GSDMA_HUMAN	49 kDa	4	4	skmes_dox.adpr.msbio	Q96QA5	284110	0	0	49	4.02040816326531	4.02040816326531	1	1	GSDMA
GSTM1	Glutathione S-transferase Mu 1 OS=Homo sapiens GN=GSTM1 PE=1 SV=3	sp|P09488|GSTM1_HUMAN	26 kDa	131	147	skmes_dox.adpr.msbio	P09488	2944	16	0.108843537414966	26	131.038461538462	147.038461538462	1.12210155562078	1.12212808182581	GSTM1
GSTM2	Glutathione S-transferase Mu 2 OS=Homo sapiens GN=GSTM2 PE=1 SV=2	sp|P28161|GSTM2_HUMAN	26 kDa	85	92	skmes_dox.adpr.msbio	P28161	2946	7	0.0760869565217391	26	85.0384615384615	92.0384615384615	1.08231569425599	1.08234325373485	GSTM2
GSTM3	Glutathione S-transferase Mu 3 OS=Homo sapiens GN=GSTM3 PE=1 SV=3	sp|P21266|GSTM3_HUMAN	27 kDa	201	210	skmes_dox.adpr.msbio	P21266	2947	9	0.0428571428571429	27	201.037037037037	210.037037037037	1.04476787030214	1.04477389184618	GSTM3
GSTM4	Glutathione S-transferase Mu 4 OS=Homo sapiens GN=GSTM4 PE=1 SV=3	sp|Q03013|GSTM4_HUMAN	26 kDa	70	99	skmes_dox.adpr.msbio	Q03013	2948	29	0.292929292929293	26	70.0384615384615	99.0384615384615	1.41405820977485	1.41422653906585	GSTM4
GSTP1	Glutathione S-transferase P OS=Homo sapiens GN=GSTP1 PE=1 SV=2	sp|P09211|GSTP1_HUMAN	23 kDa	279	302	skmes_dox.adpr.msbio	P09211	2950	23	0.076158940397351	23	279.04347826087	302.04347826087	1.08242443128701	1.08243432135049	GSTP1
GTF2B	Transcription initiation factor IIB OS=Homo sapiens GN=GTF2B PE=1 SV=1	sp|Q00403|TF2B_HUMAN	35 kDa	2	8	skmes_dox.adpr.msbio	Q00403	2959	6	0.75	35	2.02857142857143	8.02857142857143	3.95774647887324	3.98507462686567	GTF2B
GTF2F1	General transcription factor IIF subunit 1 OS=Homo sapiens GN=GTF2F1 PE=1 SV=2	sp|P35269|T2FA_HUMAN	58 kDa	6	7	skmes_dox.adpr.msbio	P35269	2962	1	0.142857142857143	58	6.01724137931035	7.01724137931035	1.16618911174785	1.16638935108153	GTF2F1
GTF2F2	General transcription factor IIF subunit 2 OS=Homo sapiens GN=GTF2F2 PE=1 SV=2	sp|P13984|T2FB_HUMAN	28 kDa	65	65	skmes_dox.adpr.msbio	P13984	2963	0	0	28	65.0357142857143	65.0357142857143	1	1	GTF2F2
GTF2I	General transcription factor II-I OS=Homo sapiens GN=GTF2I PE=1 SV=2	sp|P78347|GTF2I_HUMAN	112 kDa	0	3	skmes_dox.adpr.msbio	P78347	2969	3	1	112	0.00892857142857143	3.00892857142857	337	301	GTF2I
GTPBP2	GTP-binding protein 2 OS=Homo sapiens GN=GTPBP2 PE=1 SV=1	sp|Q9BX10|GTPB2_HUMAN	66 kDa	4	4	skmes_dox.adpr.msbio	Q9BX10	54676	0	0	66	4.01515151515152	4.01515151515152	1	1	GTPBP2
GTPBP6	Putative GTP-binding protein 6 OS=Homo sapiens GN=GTPBP6 PE=2 SV=3	sp|O43824|GTPB6_HUMAN	57 kDa	3	2	skmes_dox.adpr.msbio	O43824	8225	-1	-0.333333333333333	57	3.01754385964912	2.01754385964912	0.668604651162791	0.667774086378737	GTPBP6
GUF1	Translation factor GUF1, mitochondrial OS=Homo sapiens GN=GUF1 PE=1 SV=1	sp|Q8N442|GUF1_HUMAN	74 kDa	36	38	skmes_dox.adpr.msbio	Q8N442	60558	2	0.0526315789473684	74	36.0135135135135	38.0135135135135	1.05553470919325	1.05554012774229	GUF1
GULP1	PTB domain-containing engulfment adapter protein 1 OS=Homo sapiens GN=GULP1 PE=1 SV=1	sp|Q9UBP9|GULP1_HUMAN	34 kDa	2	6	skmes_dox.adpr.msbio	Q9UBP9	51454	4	0.666666666666667	34	2.02941176470588	6.02941176470588	2.97101449275362	2.99004975124378	GULP1
H2AFV	Histone H2A.V OS=Homo sapiens GN=H2AFV PE=1 SV=3	sp|Q71UI9|H2AV_HUMAN	14 kDa	10	2	skmes_dox.adpr.msbio	Q71UI9	94239	-8	-0.8	14	10.0714285714286	2.07142857142857	0.205673758865248	0.200799200799201	H2AZ2
H3F3A	Histone H3.3 OS=Homo sapiens GN=H3F3A PE=1 SV=2	sp|P84243|H33_HUMAN	15 kDa	7	6	skmes_dox.adpr.msbio	P84243	3020	-1	-0.142857142857143	15	7.06666666666667	6.06666666666667	0.858490566037736	0.85734664764622	H3-3A
HADHA	Trifunctional enzyme subunit alpha, mitochondrial OS=Homo sapiens GN=HADHA PE=1 SV=2	sp|P40939|ECHA_HUMAN	83 kDa	27	32	skmes_dox.adpr.msbio	P40939	3030	5	0.15625	83	27.0120481927711	32.0120481927711	1.18510258697591	1.18511662347279	HADHA
HADHB	Trifunctional enzyme subunit beta, mitochondrial OS=Homo sapiens GN=HADHB PE=1 SV=3	sp|P55084|ECHB_HUMAN	51 kDa	12	11	skmes_dox.adpr.msbio	P55084	3032	-1	-0.0833333333333333	51	12.0196078431373	11.0196078431373	0.916802610114193	0.916736053288926	HADHB
HAL	Histidine ammonia-lyase OS=Homo sapiens GN=HAL PE=1 SV=1	sp|P42357|HUTH_HUMAN	73 kDa	0	2	skmes_dox.adpr.msbio	P42357	3034	2	1	73	0.0136986301369863	2.01369863013699	147	201	HAL
HBS1L	HBS1-like protein OS=Homo sapiens GN=HBS1L PE=1 SV=1	sp|Q9Y450|HBS1L_HUMAN	75 kDa	2	4	skmes_dox.adpr.msbio	Q9Y450	10767	2	0.5	75	2.01333333333333	4.01333333333333	1.99337748344371	1.99502487562189	HBS1L
HDAC6	Histone deacetylase 6 OS=Homo sapiens GN=HDAC6 PE=1 SV=2	sp|Q9UBN7|HDAC6_HUMAN	131 kDa	2	5	skmes_dox.adpr.msbio	Q9UBN7	10013	3	0.6	131	2.00763358778626	5.00763358778626	2.49429657794677	2.49253731343284	HDAC6
HDGFL3	Hepatoma-derived growth factor-related protein 3 OS=Homo sapiens GN=HDGFL3 PE=1 SV=1	sp|Q9Y3E1|HDGR3_HUMAN	23 kDa	2	3	skmes_dox.adpr.msbio	Q9Y3E1	50810	1	0.333333333333333	23	2.04347826086957	3.04347826086957	1.48936170212766	1.49751243781095	HDGFL3
HDLBP	Vigilin OS=Homo sapiens GN=HDLBP PE=1 SV=2	sp|Q00341|VIGLN_HUMAN	141 kDa	13	12	skmes_dox.adpr.msbio	Q00341	3069	-1	-0.0769230769230769	141	13.0070921985816	12.0070921985816	0.923118865866957	0.923136049192928	HDLBP
HEATR1	HEAT repeat-containing protein 1 OS=Homo sapiens GN=HEATR1 PE=1 SV=3	sp|Q9H583|HEAT1_HUMAN	242 kDa	16	16	skmes_dox.adpr.msbio	Q9H583	55127	0	0	242	16.004132231405	16.004132231405	1	1	HEATR1
