gene.symbol	gene.arm	arm.ngenes	arm.amp.freq	arm.amp.qvalue	arm.del.freq	arm.del.qvalue	peak.wide.boundary.hg19	peak.qvalue	peak.residual.qvalue	peak.cytoband	peak.oncogenes	peak.ngenes	peak.size	peak.gene.pos	gene.loc.hg19	focal.amp.high	focal.amp.low	focal.amp.high.freq	focal.amp.low.freq	focal.amp.max	focal.del.high	focal.del.low	focal.del.min	focal.del.high.freq	focal.del.low.freq	focal.cnv.exp.cor	focal.cnv.exp.cor.pvalue	focal.amphigh.exp.lfc	focal.amplow.exp.lfc	focal.amp.exp.lfc	nsamples.x	all.amp.high	all.amp.low	all.amp.high.freq	all.amp.low.freq	all.amp.max	all.del.high	all.del.low	all.del.high.freq	all.del.low.freq	all.del.min	all.cnv.exp.cor	all.cnv.exp.cor.pvalue	all.amphigh.exp.lfc	all.amplow.exp.lfc	all.amp.exp.lfc	nsamples.y	cancer.code	cancer.name
PARP12	7q	783	0.37	0.317	0.02	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0.0303030303030303	0.826	0	1	-0.772	0	0.0151515151515152	0.0895573982401543	0.478043709383533	0	0	0	66	0	24	0	0.363636363636364	1.576	0	2	0	0.0303030303030303	-0.669	0.463160891045729	0.000102286827634244	0	0.402398860436751	0.402398860436751	66	kich	Kidney Chromophobe
PARP12	7q	783	0.33	0	0.01	1	chr7:110663086-159138663	0.075418	0.075418	7q31.2	BRAF,MET,SMO	381	48475577	all within	chr7:139723544-139763521	3	4	0.00568181818181818	0.00757575757575758	0.99	0	7	-0.638	0	0.0132575757575758	0.127786562329007	0.00332670093238869	0	0	0	528	5	168	0.00946969696969697	0.318181818181818	1.62	0	7	0	0.0132575757575758	-0.57	0.251686962584771	4.82460893138451e-09	0	0.170422020939116	0.177243494232185	528	kirc	Kidney Renal Clear Cell Carcinoma
PARP12	7q	783	0.6	0	0.01	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	4	0.00347222222222222	0.0138888888888889	1.651	0	0	0	0	0	0.170774865618619	0.00377079248354718	0	0	0	288	3	170	0.0104166666666667	0.590277777777778	2.541	0	1	0	0.00347222222222222	-0.549	0.431841983432987	2.01792044603333e-14	0	0.441456357012082	0.44990165881085	288	kirp	Kidney Renal Papillary Cell Carcinoma
PARP12	7q	783	0	0.95	0.1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	4	1	-1.001	0.0209424083769634	0.00523560209424084	0.0800215094142435	0.363578127911242	0	0	0	191	0	0	0	0	0.059	5	18	0.0261780104712042	0.0942408376963351	-1.024	0.205476428395142	0.0185513386023477	0	0	0	191	laml	Acute Myeloid Leukemia
PARP12	7q	783	0.29	0	0.01	1	chr7:99827236-159138663	1.5525e-07	0.013284	7q31.2	BRAF,MET,SMO	504	59311427	all within	chr7:139723544-139763521	23	11	0.0448343079922027	0.0214424951267057	1.795	0	1	-0.522	0	0.00194931773879142	-0.0753256482679342	0.0898893404127757	-0.267221559276657	-0.377758472735244	-0.302983501866199	513	22	156	0.0428849902534113	0.304093567251462	2.114	0	4	0	0.00779727095516569	-0.522	0.146381861455768	0.000936321506055471	-0.118986260349648	0.551823185757678	0.468445740478801	513	lgg	Brain Lower Grade Glioma
PARP12	7q	783	0.31	4.46e-09	0.08	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	11	0.00540540540540541	0.0297297297297297	0.859	3	12	-1.291	0.00810810810810811	0.0324324324324324	0.155685793943812	0.00289890383754533	0	0.519989188780317	0.587578756990978	370	4	111	0.0108108108108108	0.3	1.792	1	31	0.0027027027027027	0.0837837837837838	-0.963	0.292700868983353	1.26839953114522e-08	0	0.234049566962451	0.249252224059243	370	lihc	Liver Hepatocellular Carcinoma
PARP12	7q	783	0.45	7.26e-13	0.17	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	34	0.00968992248062015	0.0658914728682171	1.926	4	18	-0.848	0.00775193798449612	0.0348837209302326	0.0699422632446889	0.11149659412269	0	0.0560292717832001	0.0848814561327895	516	12	205	0.0232558139534884	0.397286821705426	2.193	1	52	0.00193798449612403	0.10077519379845	-0.848	0.327479360876974	1.93943738737534e-14	0.453869777278496	0.326060574538406	0.333095943496576	516	luad	Lung Adenocarcinoma
PARP12	7q	783	0.47	4.18e-07	0.21	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	28	0.00998003992015968	0.0558882235528942	2.743	14	37	-4.095	0.0279441117764471	0.0738522954091816	0.207000383603623	3.11570621740548e-06	0	0.154722720964968	0.319748144791033	501	9	204	0.0179640718562874	0.407185628742515	2.743	0	84	0	0.167664670658683	-0.871	0.196949113623226	9.33811963226972e-06	0	0.0605995532949288	0.101622353730575	501	lusc	Lung Squamous Cell Carcinoma
PARP12	7q	783	0.26	0.0149	0.03	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0.0229885057471264	1.304	2	5	-0.684	0.0229885057471264	0.0574712643678161	0.167649310319873	0.122853174318505	0	0	0	87	0	20	0	0.229885057471264	1.356	0	7	0	0.0804597701149425	-0.616	0.180647002570124	0.0960202444929517	0	0.0442381448188458	0.0442381448188458	87	meso	 Mesothelioma
PARP12	7q	783	0.4	0.0301	0.22	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	54	115	0.0932642487046632	0.198618307426598	2.777	2	26	-0.859	0.00345423143350604	0.0449050086355786	0.296418641641545	6.11429997887497e-09	0.514936037062295	0.370791497097878	0.417466871943499	579	63	249	0.10880829015544	0.430051813471503	2.782	2	50	0.00345423143350604	0.0863557858376511	-1.041	0.309911901555445	1.11696317433482e-09	0.725965813243215	0.208593422592712	0.307267538335334	579	ov	Ovarian Serous Cystadenocarcinoma
PARP12	7q	783	0.27	3.95e-06	0.03	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	0.0108695652173913	0.00543478260869565	2.187	5	7	-1.015	0.0271739130434783	0.0380434782608696	0.249401956929496	0.000843772178115411	0	0	0	184	2	40	0.0108695652173913	0.217391304347826	2.191	0	16	0	0.0869565217391304	-0.712	0.276780579815201	0.000200283216475663	0	0.160085887708462	0.212092112420781	184	paad	Pancreatic Adenocarcinoma
PARP12	7q	783	0.14	0.0101	0.05	0.999	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	1	-0.809	0	0.00617283950617284	0.122474487139159	0.121682268004095	0	0	0	162	0	21	0	0.12962962962963	1.925	0	8	0	0.0493827160493827	-0.83	-0.134108956792175	0.089873900368014	0	0.0233193686252564	0.0233193686252564	162	pcpg	Pheochromocytoma and Paraganglioma
PARP12	7q	783	0.19	0	0.01	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	9	0.00203252032520325	0.0182926829268293	1.4	9	8	-1.218	0.0182926829268293	0.016260162601626	0.0824423856348035	0.0685289219266794	0	0	0.716614224039456	492	4	91	0.00813008130081301	0.184959349593496	2.136	3	6	0.00609756097560976	0.0121951219512195	-0.836	0.15053779518983	0.000839524153312115	0	0.199527204133578	0.236515306969617	492	prad	Prostate Adenocarcinoma
PARP12	7q	783	0.54	0	0.04	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	0.0181818181818182	0.839	1	2	-1.046	0.00606060606060606	0.0121212121212121	0.0855477455594867	0.276081541289477	0	0	0	165	0	86	0	0.521212121212121	1.612	0	4	0	0.0242424242424242	-0.624	0.348987117007652	4.65291036019757e-06	0	0.351669220964602	0.351669220964602	165	read	Rectum Adenocarcinoma
PARP12	7q	783	0.3	0.55	0.19	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	16	0.00778210116731518	0.0622568093385214	2.348	7	14	-1.665	0.0272373540856031	0.0544747081712062	0.280521427947469	5.3841911942825e-06	0	0.67797890587129	0.727565793978114	257	3	67	0.0116731517509728	0.260700389105058	2.348	3	44	0.0116731517509728	0.171206225680934	-1.09	0.27313690926715	9.66031220266007e-06	0	0.496624451894512	0.518645725697128	257	sarc	Sarcoma
PARP12	7q	783	0.56	0	0.13	1	chr7:136467935-142508606	1.6371e-07	1.6371e-07	7q34	BRAF	72	6040671	all within	chr7:139723544-139763521	17	32	0.0463215258855586	0.0871934604904632	2.777	2	3	-1.23	0.00544959128065395	0.00817438692098093	0.102663153206082	0.0497006196323042	0.576422857678145	0.0217014197650069	0.214155796183851	367	23	201	0.0626702997275204	0.547683923705722	3.657	0	16	0	0.0435967302452316	-0.957	0.0781939055025373	0.135409102231302	0.51013170906048	0.112094085076632	0.153147292931468	367	skcm	Skin Cutaneous Melanoma
PARP12	7q	783	0.41	0	0.12	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	14	0.00453514739229025	0.0317460317460317	1.404	14	46	-1.176	0.0317460317460317	0.104308390022676	0.178575728200703	0.000520727959877005	0	0.285109701637309	0.339628520458612	441	7	135	0.0158730158730159	0.306122448979592	1.404	3	75	0.00680272108843537	0.170068027210884	-0.798	0.324221614280003	1.33179954648386e-10	0	0.292152986833804	0.321995840131478	441	stad	Stomach Adenocarcinoma
PARP12	7q	783	0.71	0	0.11	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	0.02	0.528	2	10	-0.623	0.0133333333333333	0.0666666666666667	0.12999656429135	0.112843013490527	0	0	0	150	0	92	0	0.613333333333333	1.317	0	12	0	0.08	-0.582	0.341013439826868	1.95190740605999e-05	0	0.722204997470143	0.722204997470143	150	tgct	Testicular Germ Cell Tumors
PARP12	7q	783	0.04	8.13e-07	0	0.995	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0.00200400801603206	0	0.654	0	0	0	0	0	0.0737442204712842	0.101604424038289	0	0	0	499	1	20	0.00200400801603206	0.0400801603206413	1.614	0	0	0	0	-0.021	0.205916576466247	3.93710377086477e-06	0	-0.223941291199237	-0.16765854429456	499	thca	Thyroid Carcinoma
PARP12	7q	783	0.13	0.000177	0.02	0.981	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	1	-0.321	0	0.00813008130081301	-0.0257842727089085	0.78166234101115	0	0	0	123	0	17	0	0.138211382113821	1.371	0	3	0	0.024390243902439	-0.53	-0.096919239321029	0.296455196681107	0	-0.0818211557224249	-0.0818211557224249	123	thym	Thymoma
PARP12	7q	783	0.13	0.313	0.1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	10	0.0166975881261596	0.0185528756957328	2.556	2	21	-0.999	0.00371057513914657	0.038961038961039	0.145971284130686	0.000675633922583955	0	0.548359671561982	0.975081444893608	539	8	76	0.0148423005565863	0.14100185528757	2.693	0	57	0	0.105751391465677	-0.983	0.202680846989345	2.09627870171139e-06	0	0.504271629051051	0.602596767218147	539	ucec	Uterine Corpus Endometrial Carcinoma
PARP12	7q	783	0.41	0.999	0.32	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	3	0.0357142857142857	0.0535714285714286	1.202	0	6	-0.968	0	0.107142857142857	0.105131355116611	0.444934438401717	0	0	0	56	2	17	0.0357142857142857	0.303571428571429	1.209	0	17	0	0.303571428571429	-0.859	0.185356878761733	0.175467515477867	0	0.00772007147403286	0.0132518960401562	56	ucs	Uterine Carcinosarcoma
PARP12	7q	783	0.1	0.122	0	0.984	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	0	80	0	7	0	0.0875	1.055	0	0	0	0	-0.03	0.226535288415391	0.0433155082522937	0	0	0	80	uvm	Uveal Melanoma
PARP14	3q	733	0.21	1	0.27	0.999	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0.0222222222222222	0.568	0	2	-0.379	0	0.0222222222222222	-0.0797625162193241	0.490467756850448	0	0	0	90	0	17	0	0.188888888888889	1.708	0	22	0	0.244444444444444	-1.031	0.285280325899465	0.0119074284815306	0	0.519938154875203	0.519938154875203	90	acc	Adrenocortical Carcinoma
PARP14	3q	733	0.45	2.84e-14	0.13	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	13	0.00245098039215686	0.0318627450980392	2.637	2	11	-0.785	0.00490196078431373	0.0269607843137255	-0.0216576886833748	0.663101777729403	0	-0.398491705009306	-0.220214238846572	408	5	185	0.0122549019607843	0.45343137254902	2.637	1	21	0.00245098039215686	0.0514705882352941	-0.862	0.0968405686485044	0.0509065279787746	0	0.104286539101377	0.124260507525024	408	blca	Bladder Urothelial Carcinoma
PARP14	3q	733	0.21	1	0.13	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	38	0.00185185185185185	0.0351851851851852	1.127	8	42	-1.128	0.00740740740740741	0.0388888888888889	0.0522533457022469	0.0872620706873108	0	0.116730588323162	0.135239439355195	1080	8	222	0.00740740740740741	0.205555555555556	2.443	1	123	0.000925925925925926	0.113888888888889	-0.878	0.206579387347788	8.51475263285373e-12	0	0.312229577573465	0.323075964644209	1080	brca	 Breast Invasive Carcinoma
PARP14	3q	733	0.59	0	0.26	0.0552	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	8	0.0135593220338983	0.0271186440677966	1.278	0	4	-0.673	0	0.0135593220338983	0.105554547017532	0.0717005616859819	0	0	0.362108804052493	295	16	166	0.0542372881355932	0.56271186440678	2.654	0	9	0	0.0305084745762712	-0.751	0.202458613362979	0.000499747930334473	0.531320601872759	0.308746372965337	0.32853074886822	295	cesc	Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma
PARP14	3q	733	0.22	0.988	0.14	0.979	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	1	-0.391	0	0.0277777777777778	0.105763319526707	0.539274643800943	0	0	0	36	0	7	0	0.194444444444444	0.834	0	7	0	0.194444444444444	-0.828	0.349443336845619	0.0367048408383778	0	0	0	36	chol	Cholangiocarcinoma
PARP14	3q	733	0.15	1	0.1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0.00221729490022173	0.13	0	0	0	0	0	-0.0646047468914965	0.167971833806355	0	0	0	451	0	63	0	0.139689578713969	1.087	0	33	0	0.0731707317073171	-0.681	0.0787889049103964	0.0925072578092135	0	-0.0476721802865168	-0.0476721802865168	451	coad	Colon Adenocarcinoma
PARP14	3q	733	0.27	0.000435	0.11	0.985	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	-0.603	0.0208333333333333	0	-0.173731539968915	0.237632232972243	0	0	0	48	1	12	0.0208333333333333	0.25	0.873	1	3	0.0208333333333333	0.0625	-0.604	-0.063377423614997	0.668688962144041	0	0.0346464776059126	0.092224066847364	48	dlbc	Lymphoid Neoplasm Diffuse Large B-cell Lymphoma
PARP14	3q	733	0.46	0.00525	0.39	0.147	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	15	0.016304347826087	0.0815217391304348	1.604	1	8	-0.811	0.00543478260869565	0.0434782608695652	0.0055171928535805	0.944797849861307	0	-0.258365183875633	-0.392942644740894	184	9	81	0.0489130434782609	0.440217391304348	2.971	1	19	0.00543478260869565	0.103260869565217	-0.921	0.165752306926796	0.036198365934832	0	0.202255663188367	0.171914309176525	184	esca	Esophageal Carcinoma
PARP14	3q	733	0.12	0.58	0.07	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	0.00346620450606586	0.00173310225303293	0.944	3	22	-1.041	0.00519930675909879	0.0381282495667244	0.112886476582546	0.174899227411352	0	0	0	577	2	61	0.00346620450606586	0.105719237435009	1.562	2	57	0.00346620450606586	0.0987868284228769	-1.077	0.00299429568623931	0.971386573451937	0	-0.0812219710982021	-0.0812219710982021	577	gbm	Glioblastoma Multiforme
PARP14	3q	733	0.5	0	0.35	1.64e-09	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	10	0.0114942528735632	0.0191570881226054	1.347	0	6	-0.604	0	0.0114942528735632	0.0297045738141366	0.510094873638014	0	0.16917928646015	-0.0746221349896876	522	24	254	0.0459770114942529	0.486590038314176	2.745	0	30	0	0.0574712643678161	-0.668	0.0656618908212869	0.14503791128464	0.189150155771634	0.123229017532935	0.129038159983089	522	hnsc	Head and Neck Squamous Cell Carcinoma
PARP14	3q	733	0.14	0.995	0.14	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	0	66	0	6	0	0.0909090909090909	1.557	0	9	0	0.136363636363636	-0.944	0.0139259334817045	0.912329054978176	0	0	0	66	kich	Kidney Chromophobe
PARP14	3q	733	0.14	0.0536	0.22	6.5e-16	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	0.00189393939393939	0.00189393939393939	0.467	0	3	-0.536	0	0.00568181818181818	0.0717274844258466	0.100330996222109	0	0	0	528	2	62	0.00378787878787879	0.117424242424242	1.189	0	118	0	0.223484848484848	-0.842	0.249532350660611	6.57827147302512e-09	0	0.215557847188957	0.224923804353768	528	kirc	Kidney Renal Clear Cell Carcinoma
PARP14	3q	733	0.33	0	0.04	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	0.00694444444444444	0.00347222222222222	1.516	0	0	0	0	0	0.0664619258903451	0.262590259016857	0	0	0	288	2	94	0.00694444444444444	0.326388888888889	1.846	0	8	0	0.0277777777777778	-0.786	0.391702304765389	6.33882723043809e-12	0	0.429933397531701	0.446965582652524	288	kirp	Kidney Renal Papillary Cell Carcinoma
PARP14	3q	733	0.01	0.95	0.02	0.904	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	0	191	0	1	0	0.00523560209424084	0.366	0	4	0	0.0209424083769634	-0.821	-0.0127676384050188	0.884918017905667	0	0	0	191	laml	Acute Myeloid Leukemia
PARP14	3q	733	0.02	1	0.06	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0.00194931773879142	1.325	4	6	-0.921	0.00779727095516569	0.0116959064327485	0.0933024124636734	0.0355237661291173	0	0	0	513	0	9	0	0.0175438596491228	0.767	4	34	0.00779727095516569	0.0662768031189084	-0.969	0.0443885835901004	0.31803914522968	0	0	0	513	lgg	Brain Lower Grade Glioma
PARP14	3q	733	0.1	1	0.14	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7	0	0.0189189189189189	1.151	0	4	-0.403	0	0.0108108108108108	0.0828188810938754	0.114712792230156	0	0	0	370	0	44	0	0.118918918918919	0.773	0	41	0	0.110810810810811	-0.784	0.0453623532253526	0.38817811076689	0	-0.031555861605959	-0.031555861605959	370	lihc	Liver Hepatocellular Carcinoma
PARP14	3q	733	0.21	1	0.36	0.00514	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	18	0.00387596899224806	0.0348837209302326	1.391	2	9	-0.575	0.00387596899224806	0.0174418604651163	0.136344881548736	0.00185063377759988	0	0.395694211686685	0.33818045710844	516	4	106	0.00775193798449612	0.205426356589147	1.502	1	130	0.00193798449612403	0.251937984496124	-0.853	0.238389230642074	3.85790044726058e-08	0	0.243002882645597	0.221976599306754	516	luad	Lung Adenocarcinoma
PARP14	3q	733	0.68	0	0.58	1.8e-13	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	39	0.0219560878243513	0.0778443113772455	2.064	6	11	-1.361	0.0119760479041916	0.0219560878243513	0.0452560031130521	0.313010998638954	0.339033487418366	-0.129322630053117	-0.024181460824825	501	44	309	0.0878243512974052	0.616766467065868	2.873	1	33	0.00199600798403194	0.0658682634730539	-0.843	0.176892092907289	7.09930333099447e-05	0.488305500881435	0.134911526107014	0.178081812798207	501	lusc	Lung Squamous Cell Carcinoma
PARP14	3q	733	0.24	0.0718	0.1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	1	0	-2.051	0.0114942528735632	0	0.176956734027544	0.103121234982573	0	0	0	87	0	18	0	0.206896551724138	0.676	1	6	0.0114942528735632	0.0689655172413793	-0.695	0.180853173372905	0.0956351525289953	0	-0.0642794760075365	-0.0642794760075365	87	meso	 Mesothelioma
PARP14	3q	733	0.5	4.85e-12	0.19	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	77	0.0310880829015544	0.132987910189983	2.334	4	36	-1.416	0.00690846286701209	0.0621761658031088	0.130629672091236	0.0119034015572754	0.360408069267485	0.0994507950306618	0.145232772966946	579	26	300	0.0449050086355786	0.518134715025907	2.672	0	39	0	0.0673575129533679	-0.924	0.129488788513711	0.0126725134860326	0.476515009509243	0.0975381933775257	0.130021920474531	579	ov	Ovarian Serous Cystadenocarcinoma
PARP14	3q	733	0.12	1	0.12	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	0	0.00543478260869565	0.325	0	1	-0.316	0	0.00543478260869565	0.0797310027386509	0.292850115232121	0	0	0	184	1	21	0.00543478260869565	0.114130434782609	0.714	0	20	0	0.108695652173913	-0.689	0.18326051567342	0.014910068238379	0	0.268734417335551	0.269951051362582	184	paad	Pancreatic Adenocarcinoma
PARP14	3q	733	0	0.997	0.54	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	0.00617283950617284	0	0.823	0	5	-0.858	0	0.0308641975308642	0.0173587620876867	0.826994179144776	0	0	0	162	1	0	0.00617283950617284	0	0.254	0	93	0	0.574074074074074	-0.936	0.166652887921542	0.0346084342316121	0	0	0	162	pcpg	Pheochromocytoma and Paraganglioma
PARP14	3q	733	0.11	1.72e-10	0.01	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	9	0.00609756097560976	0.0182926829268293	0.73	3	7	-0.969	0.00609756097560976	0.0142276422764228	0.09486087126267	0.0359888413524616	0	0	0.474518738714468	492	4	56	0.00813008130081301	0.113821138211382	1.386	3	12	0.00609756097560976	0.024390243902439	-0.969	0.133113675711466	0.00318608085042597	0	0.419113841380089	0.401561456944432	492	prad	Prostate Adenocarcinoma
PARP14	3q	733	0.21	1	0.08	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	0	0.0181818181818182	1.091	0	1	-0.445	0	0.00606060606060606	0.0593833075775412	0.450052477197537	0	0	0	165	0	34	0	0.206060606060606	1.173	0	9	0	0.0545454545454545	-0.445	-0.064916892750819	0.408886545425001	0	-0.13134142358849	-0.13134142358849	165	read	Rectum Adenocarcinoma
PARP14	3q	733	0.17	1	0.23	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	8	0.0155642023346304	0.0311284046692607	3.648	4	10	-1.226	0.0155642023346304	0.0389105058365759	0.155138310126586	0.0131300143686449	0	0	0.381260024348321	257	3	37	0.0116731517509728	0.143968871595331	3.657	1	50	0.00389105058365759	0.194552529182879	-0.964	0.203929567582597	0.00105670252219922	0	0.293997869475011	0.318239733074339	257	sarc	Sarcoma
PARP14	3q	733	0.22	1	0.19	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	6	0	0.0163487738419619	0.744	2	8	-1.56	0.00544959128065395	0.0217983651226158	0.0265427223438081	0.612755305563504	0	0	0	367	0	69	0	0.188010899182561	1.124	0	56	0	0.152588555858311	-0.938	0.182908358125462	0.000436473762391199	0	0.336172186977343	0.336172186977343	367	skcm	Skin Cutaneous Melanoma
PARP14	3q	733	0.22	0.531	0.17	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	17	0.00453514739229025	0.0385487528344671	1.489	1	9	-0.702	0.00226757369614512	0.0204081632653061	0.0800779329076508	0.122120714026034	0	0.0815246462762929	0.103708786753954	441	2	106	0.00453514739229025	0.240362811791383	1.423	0	48	0	0.108843537414966	-0.702	0.178415961599315	0.000526878373641726	0	0.192197570563951	0.194640628274919	441	stad	Stomach Adenocarcinoma
PARP14	3q	733	0.27	1	0.21	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	1	-0.45	0	0.00666666666666667	0.0539213480272984	0.512241526720867	0	0	0	150	0	34	0	0.226666666666667	0.919	0	25	0	0.166666666666667	-0.547	-0.03282509960437	0.690064079617515	0	-0.1517267495536	-0.1517267495536	150	tgct	Testicular Germ Cell Tumors
PARP14	3q	733	0	0.995	0.01	0.995	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	0	499	0	2	0	0.00400801603206413	0.393	0	4	0	0.00801603206412826	-0.462	0.0455720422314691	0.312088930236899	0	0	0	499	thca	Thyroid Carcinoma
PARP14	3q	733	0.04	0.993	0.06	0.732	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	1	-0.482	0	0.00813008130081301	0.150634435299413	0.103483623343968	0	0	0	123	0	5	0	0.040650406504065	1.341	0	8	0	0.0650406504065041	-0.514	0.155721741202774	0.0922101929798028	0	0	0	123	thym	Thymoma
PARP14	3q	733	0.16	0.0045	0.08	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	22	0.00927643784786642	0.0408163265306122	1.537	1	4	-0.9	0.00185528756957328	0.00742115027829314	0.237794793896143	2.29341089142518e-08	0	0.867906041791521	1.01327399876966	539	7	97	0.012987012987013	0.179962894248609	1.577	1	22	0.00185528756957328	0.0408163265306122	-0.905	0.249940001626898	4.03258127228046e-09	0	0.714203644016245	0.772790173054091	539	ucec	Uterine Corpus Endometrial Carcinoma
PARP14	3q	733	0.5	0.789	0.49	0.534	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	2	0.0178571428571429	0.0357142857142857	0.805	0	7	-0.891	0	0.125	-0.077986427358982	0.571433510134605	0	0	0	56	0	24	0	0.428571428571429	2.334	0	14	0	0.25	-0.694	0.0766233766233766	0.577214034620448	0	0.114419834051684	0.114419834051684	56	ucs	Uterine Carcinosarcoma
PARP14	3q	733	0	0.983	0.54	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0	0	1	-0.936	0	0.0125	0.119367777174226	0.291594217716064	0	0	0	80	0	0	0	0	0.062	0	44	0	0.55	-1.055	0.153289349918012	0.174615596568078	0	0	0	80	uvm	Uveal Melanoma
PARP15	3q	733	0.21	1	0.27	0.999	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	0	0.0222222222222222	0.568	0	2	-0.379	0	0.0222222222222222	-0.19940629054831	0.0820927357918531	0	0	0	90	0	17	0	0.188888888888889	1.708	0	22	0	0.244444444444444	-1.031	0.217826758153828	0.0570303271677519	0	0.0991363176734477	0.0991363176734477	90	acc	Adrenocortical Carcinoma
PARP15	3q	733	0.45	2.84e-14	0.13	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	15	0.00245098039215686	0.0367647058823529	2.637	2	11	-0.785	0.00490196078431373	0.0269607843137255	-0.0623325092956734	0.209528138494276	0	-0.945575616599386	-0.81101339493002	408	6	184	0.0147058823529412	0.450980392156863	2.637	1	21	0.00245098039215686	0.0514705882352941	-0.862	-0.00101921330360685	0.983645612895217	0	-0.128607057022257	-0.099389315899227	408	blca	Bladder Urothelial Carcinoma
PARP15	3q	733	0.21	1	0.13	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	37	0.00185185185185185	0.0342592592592593	1.127	8	41	-1.128	0.00740740740740741	0.037962962962963	-0.0208817477871391	0.494622825922756	0	-0.0594366693619804	0.0208715414376777	1080	8	221	0.00740740740740741	0.20462962962963	2.443	1	122	0.000925925925925926	0.112962962962963	-0.878	0.00744638175731076	0.807599509181516	0	-0.102671527456219	-0.101811270207375	1080	brca	 Breast Invasive Carcinoma
PARP15	3q	733	0.59	0	0.26	0.0552	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	8	0.0135593220338983	0.0271186440677966	1.278	0	4	-0.673	0	0.0135593220338983	0.087971899478557	0.133685501309729	0	0	0.472841399880441	295	16	166	0.0542372881355932	0.56271186440678	2.654	0	9	0	0.0305084745762712	-0.751	0.055520938546897	0.344453566430428	0.0969993603777585	0.298164898270291	0.280283517124288	295	cesc	Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma
